name_ja,name_en,name_zh_cn,name_ko,name_vi,name_ru,name_id,note_ja,note_en,fee,trash_type_str
やすり,File/Rasp (tool),锉刀,줄,Giũa,Напильник,Kikir,紙やすりは「燃やせるごみ」,Sandpaper is 'Burnable Trash'.,有料,燃やせないごみ
USBメモリ,USB memory stick,U盘,USB 메모리,USB,USB-накопитель,USB flash drive,小型家電の無料回収に出すと資源に！,Use the free collection for small appliances for recycling.,有料,燃やせないごみ
融雪機,Snow melting machine,融雪机,융설기,Máy tan tuyết,Снегоплавильная машина,Mesin pelebur salju,長さ2m以下、重量100kg以下まで,"Maximum length 2m, maximum weight 100kg.",有料,大型ごみ
融雪剤,Snow melting agent/De-icer,融雪剂,융설제,Chất tan tuyết,Реагент против обледенения,Zat pelebur salju,なし,N/A,有料,燃やせないごみ
床暖房パネル,Floor heating panel,地暖面板,바닥난방 패널,Tấm sưởi sàn,Панель теплого пола,Panel pemanas lantai,なし,None,有料,大型ごみ
湯たんぽ（プラ製）,Hot water bottle (plastic),塑料热水袋,플라스틱 물주머니,Túi chườm nóng (nhựa),Грелка (пластиковая),Botol air panas (plastik),金属製は「燃やせないごみ」,Metal ones are 'Non-burnable trash'.,有料,燃やせるごみ
湯沸器,Water heater,热水器,온수기,Máy nước nóng,Водонагреватель,Pemanas air,小型家電の無料回収に出すと資源に！,Can be recycled through free collection of small appliances.,有料,大型ごみ
洋服購入時のカバー(プラ製),Clothing cover when purchased (plastic),购买衣物时的塑料罩,의류 구매 시 커버(플라스틱),Vỏ bọc quần áo khi mua (nhựa),Чехол для одежды при покупке (пластик),Penutup pakaian saat dibeli (plastik),購入したものは、「燃やせるごみ」,"If purchased separately, dispose of as 'Burnable trash'.",無料,容器包装プラスチック
ヨーグルトの容器・ふた（紙製）,Yogurt container/lid (paper),酸奶容器/盖子（纸制）,요구르트 용기/뚜껑(종이),Hộp/nắp sữa chua (giấy),Упаковка/крышка йогурта (бумага),Wadah/tutup yogurt (kertas),水ですすいでも汚れが落ちないものは「燃やせるごみ」,"If heavily soiled after rinsing, treat as 'Burnable trash'.",無料,雑がみ
ヨーグルトの容器・ふた（プラ製）,Yogurt container/lid (plastic),酸奶容器/盖子（塑料）,요구르트 용기/뚜껑(플라스틱),Hộp/nắp sữa chua (nhựa),Упаковка/крышка йогурта (пластик),Wadah/tutup yogurt (plastik),なし,None,無料,容器包装プラスチック
ヨーグルトのふた（アルミ製）,Yogurt lid (aluminum),酸奶盖子（铝制）,요구르트 뚜껑(알루미늄),Nắp sữa chua (nhôm),Крышка йогурта (алюминий),Tutup yogurt (aluminium),なし,None,有料,燃やせるごみ
ヨーグルトのびん,Yogurt bottle/jar,酸奶瓶,요구르트 병,Chai/lọ sữa chua,Бутылка/банка из-под йогурта,Botol yogurt,なし,None,無料,びん・缶・ペットボトル
浴槽（ステンレス・ホ-ロー・FRP製）,"Bathtub (stainless steel, enamel, FRP)",浴缸（不锈钢、搪瓷、FRP制）,"욕조(스테인리스, 법랑, FRP제)","Bồn tắm (thép không gỉ, tráng men, FRP)","Ванна (нержавеющая сталь, эмаль, стеклопластик)","Bak mandi (baja tahan karat, enamel, FRP)",なし,None,有料,大型ごみ
ライター（使い捨てを含む）,Lighters (including disposable),打火机（含一次性）,라이터(일회용 포함),Bật lửa (bao gồm loại dùng một lần),Зажигалки (включая одноразовые),Korek api (termasuk sekali pakai),完全に使い切って 使いきれない場合の処分方法は「加熱式たばこ・電子たばこ、ライター」のページでご確認ください。,Use up completely. Check the specific category page if unable to use up.,無料,加熱式たばこ・電子たばこ、ライター
ラグマット,Rug mat,小地毯,러그 매트,Thảm lót,Коврик,Tikar/Karpet kecil,なし,None,有料,大型ごみ
ラケット（金属製）,Racket (metal),球拍（金属制）,라켓(금속제),Vợt (kim loại),Ракетка (металлическая),Raket (logam),なし,None,有料,燃やせないごみ
ラケット（金属製以外）,Racket (non-metal),球拍（非金属制）,라켓(금속제 외),Vợt (phi kim loại),Ракетка (неметаллическая),Raket (non-logam),なし,None,有料,燃やせるごみ
ラジオ,Radio,收音机,라디오,Đài radio,Радиоприемник,Radio,小型家電の無料回収に出すと資源に！,Can be recycled through free collection of small appliances.,有料,燃やせないごみ
ラジカセ,Cassette radio/Boombox,录音机/收录机,카세트 라디오,Máy cassette/Radio cassette,Магнитола,Radio kaset,小型家電の無料回収に出すと資源に！,Can be recycled through free collection of small appliances.,有料,燃やせないごみ
ラッピングフィルム（包装用）,Wrapping film (for packaging),包装膜（包装用）,포장 필름(포장용),Màng bọc (để đóng gói),Оберточная пленка (для упаковки),Film pembungkus (untuk kemasan),なし,None,無料,容器包装プラスチック
ラップ,Plastic wrap/Cling film,保鲜膜,랩(비닐),Màng bọc thực phẩm,Пищевая пленка,Bungkus plastik,なし,None,無料,容器包装プラスチック
ラップの箱・芯,Plastic wrap box/core,保鲜膜盒/芯,랩 상자/심,Hộp/lõi màng bọc,Коробка/сердечник пищевой пленки,Kotak/inti bungkus plastik,なし,None,無料,雑がみ
ランタン（ランプ）,Lantern (lamp),灯笼（灯）,랜턴(램프),Đèn lồng (đèn),Фонарь (лампа),Lentera (lampu),なし,None,有料,燃やせないごみ
ランドセル,School backpack (Randoseru),日式书包,란도셀(일본 초등학교 가방),Cặp học sinh Nhật Bản (Randoseru),Рандосеру (школьный рюкзак),Randoseru (tas sekolah),なし,None,有料,燃やせるごみ
リール（釣り具）,Fishing reel,渔线轮（钓具）,릴(낚시 도구),Cuộn dây câu cá,Катушка (рыболовная снасть),Gulungan pancing,なし,None,有料,燃やせないごみ
リチウムコイン電池（型式番号CR、BRの表示があるもの）,Lithium coin battery (marked CR or BR),锂纽扣电池（CR、BR型）,"리튬 코인 전지(CR, BR 표시)","Pin đồng xu lithium (loại CR, BR)","Литиевая дисковая батарейка (типа CR, BR)","Baterai koin lithium (tipe CR, BR)",セロハンテープなどでくるんで,"Wrap with cellophane tape, etc.",有料,燃やせないごみ
リップクリームの容器(プラ製),Lip balm container (plastic),润唇膏容器（塑料）,립밤 용기(플라스틱),Hộp son dưỡng môi (nhựa),Контейнер от бальзама для губ (пластик),Wadah lip balm (plastik),なし,None,無料,容器包装プラスチック
リビングボード,Living room cabinet/sideboard,客厅柜,거실장,Tủ phòng khách,Тумба для гостиной,Papan ruang tamu/Bufet,木製はリユース（再利用）収集対象,Wooden items may be collected for reuse.,有料,大型ごみ
リモコン,Remote control,遥控器,리모컨,Điều khiển từ xa,Пульт дистанционного управления,Remote control,小型家電の無料回収に出すと資源に！,Can be recycled through free collection of small appliances.,有料,燃やせないごみ
リュックサック,Backpack/Rucksack,背包,백팩,Ba lô,Рюкзак,Ransel,なし,None,有料,燃やせるごみ
ルーター,Router,路由器,공유기,Bộ định tuyến,Роутер,Router,小型家電の無料回収に出すと資源に！,Can be recycled through free collection of small appliances.,有料,燃やせないごみ
ルーペ,Magnifying glass/Loupe,放大镜,돋보기,Kính lúp,Лупа,Kaca pembesar,なし,None,有料,燃やせないごみ
冷却まくら,Cooling pillow/pad,冷却枕,냉각 베개,Gối làm mát,Охлаждающая подушка,Bantal pendingin,なし,None,有料,燃やせるごみ
冷水器,Water cooler/dispenser,饮水机/冷水器,냉수기,Máy làm mát nước,Кулер для воды,Dispenser air dingin,小型家電の無料回収に出すと資源に！※フロン含有製品は、小型家電の無料回収に出せません,Can be recycled through free collection of small appliances (unless containing CFCs).,有料,大型ごみ
冷蔵庫・冷凍庫・冷凍冷蔵庫,Refrigerator/Freezer/Fridge-Freezer,冰箱/冰柜/冷藏冷冻一体机,냉장고/냉동고/냉장냉동고,Tủ lạnh/Tủ đông/Tủ lạnh-tủ đông,Холодильник/Морозильник/Холодильно-морозильная камера,Kulkas/Freezer/Kulkas-Freezer,販売店または家電回収協力店へ 詳細は、「テレビ・冷蔵庫・洗濯機・エアコンリサイクル」のページ参照,Take to the retailer or designated recycling shop. See the recycling page for details.,-,市で収集しないもの
冷風扇・冷風機（スポットクーラー）,Evaporative Cooler/Spot Cooler,冷风扇/移动式空调,냉풍기/이동식 에어컨,Quạt hơi nước/Máy làm mát điểm,Охладитель воздуха/Мобильный кондиционер,Pendingin Udara/Pendingin Titik,小型家電の無料回収に出すと資源に！※フロン含有製品は小型家電の無料回収に出せません,"Recyclable as small appliances, but items containing fluorocarbons are excluded from free collection.",有料,燃やせないごみ
レインコート,Raincoat,雨衣,레인코트,Áo mưa,Дождевик,Jas hujan,古着の無料回収に出すと資源に！,It becomes a resource if collected as free used clothing recycling!,有料,燃やせるごみ
レコード,Record (Vinyl),唱片,레코드,Đĩa than,Пластинка,Piringan hitam,なし,None,有料,燃やせるごみ
レコードのジャケット,Record Jacket,唱片套,레코드 재킷,Vỏ đĩa than,Обложка пластинки,Sampul piringan hitam,なし,None,無料,雑がみ
レコードプレーヤー,Record Player,唱片机,레코드 플레이어,Máy nghe đĩa than,Проигрыватель пластинок,Pemutar piringan hitam,小型家電の無料回収に出すと資源に！,It becomes a resource if collected as small home appliance recycling!,有料,大型ごみ
レシート,Receipt,收据,영수증,Hóa đơn,Чек,Struk,なし,None,無料,雑がみ
レジ袋,Plastic Shopping Bag,购物袋,비닐 봉투,Túi mua sắm nhựa,Пластиковый пакет,Kantong belanja plastik,なし,None,無料,容器包装プラスチック
レジャーシート,Leisure Sheet,野餐垫,돗자리,Tấm trải dã ngoại,Коврик для пикника,Tikar rekreasi,なし,None,有料,燃やせるごみ
レトルト食品パック（カレーなど）,"Retort Food Pouch (Curry, etc.)",软包装食品（咖喱等）,레토르트 식품 파우치 (카레 등),"Túi thực phẩm đóng gói sẵn (Cà ri, v.v.)",Упаковка готовой еды (карри и др.),"Kemasan makanan siap saji (Kari, dll.)",水で軽くすすいで,Lightly rinse with water,無料,容器包装プラスチック
レンガ,Brick,砖块,벽돌,Gạch,Кирпич,Bata,なるべく小袋で,Use small bags if possible,有料,燃やせないごみ
レンジガード（アルミ箔製）,Range Guard (Aluminum Foil),炉灶挡板（铝箔制）,레인지 가드 (알루미늄 호일),Tấm chắn bếp (Lá nhôm),Защита плиты (алюминиевая),Pelindung Kompor (Foil Aluminium),なし,None,有料,燃やせるごみ
レンジガード（アルミ箔製以外）,Range Guard (Non-Aluminum Foil),炉灶挡板（非铝箔制）,레인지 가드 (알루미늄 호일 외),Tấm chắn bếp (Không phải lá nhôm),Защита плиты (не алюминиевая),Pelindung Kompor (Non-Foil Aluminium),なし,None,有料,燃やせないごみ
レンジ台,Range Stand,炉灶架,레인지대,Kệ bếp,Тумба для плиты,Dudukan Kompor,木製はリユース（再利用）収集対象,Wooden items are eligible for reuse collection,有料,大型ごみ
レンジフード,Range Hood,抽油烟机,레인지 후드,Máy hút mùi,Вытяжка,Tudung Asap,なし,None,有料,大型ごみ
ろうそく,Candle,蜡烛,양초,Nến,Свеча,Lilin,なし,None,有料,燃やせるごみ
ロープ（麻製・プラ製）,Rope (Hemp/Plastic),绳索（麻制/塑料制）,로프 (삼/플라스틱),Dây thừng (Sợi gai/Nhựa),Веревка (пеньковая/пластиковая),Tali (Jute/Plastik),なし,None,有料,燃やせるごみ
